Region,Country,Item Type,,,
Europe,Armenia,Vegetables,,,
Asia,Cambodia,Office Supplies,,,
Europe,Poland,Household,,,
Asia,Japan,Clothes,,,
Central America and the Caribbean,Dominica,Clothes,,,
Sub-Saharan Africa,Mauritius ,Fruits,,,
Sub-Saharan Africa,Rwanda,Cosmetics,,,
Sub-Saharan Africa,Angola,Beverages,,,
Sub-Saharan Africa,Angola,Fruits,,,
Asia,Taiwan,Office Supplies,,,
Sub-Saharan Africa,Chad,Beverages,,,
Australia and Oceania,Tonga,Baby Food,,,
Sub-Saharan Africa,Zambia,Baby Food,,,
Europe,Cyprus,Beverages,,,
Europe,Netherlands,Baby Food,,,
Europe,Macedonia,Cosmetics,,,
Sub-Saharan Africa,Eritrea,Fruits,,,
Sub-Saharan Africa,Namibia,Cosmetics,,,
Europe,Russia,Clothes,,,
Europe,Germany,Meat,,,
Central America and the Caribbean,Barbados,Fruits,,,
Asia,North Korea,Vegetables,,,
Middle East and North Africa,Jordan,Vegetables,,,
Middle East and North Africa,Oman,Office Supplies,,,
Sub-Saharan Africa,Guinea-Bissau,Cosmetics,,,
Europe,Liechtenstein,Personal Care,,,
Asia,Bangladesh,Beverages,,,
Europe,Liechtenstein,Cereal,,,
Sub-Saharan Africa,Liberia,Fruits,,,
Europe,Albania,Cosmetics,,,
Europe,Cyprus,Clothes,,,
Europe,Croatia,Household,,,
Asia,Cambodia,Household,,,
Asia,Mongolia,Fruits,,,
Central America and the Caribbean,Antigua and Barbuda ,Cereal,,,
Europe,Hungary,Office Supplies,,,
Sub-Saharan Africa,Senegal,Clothes,,,
Middle East and North Africa,Qatar,Cosmetics,,,
Asia,Philippines,Cereal,,,
Australia and Oceania,Palau,Meat,,,
Sub-Saharan Africa,Comoros,Personal Care,,,
Asia,Tajikistan,Cereal,,,
Europe,Hungary,Cereal,,,
Europe,Switzerland,Fruits,,,
Australia and Oceania,Vanuatu,Office Supplies,,,
Middle East and North Africa,Egypt,Cosmetics,,,
Sub-Saharan Africa,Ghana,Cosmetics,,,
Europe,Lithuania,Clothes,,,
Asia,Sri Lanka,Personal Care,,,
Sub-Saharan Africa,Guinea-Bissau,Household,,,
Sub-Saharan Africa,Central African Republic,Personal Care,,,
Asia,Malaysia,Vegetables,,,
Europe,Portugal,Cosmetics,,,
Europe,France,Snacks,,,
Central America and the Caribbean,Costa Rica,Household,,,
Sub-Saharan Africa,Togo,Cosmetics,,,
Europe,Portugal,Office Supplies,,,
Europe,Austria,Beverages,,,
Sub-Saharan Africa,Madagascar,Office Supplies,,,
Europe,Bosnia and Herzegovina,Meat,,,
Europe,Switzerland,Personal Care,,,
Asia,Bhutan,Baby Food,,,
Sub-Saharan Africa,Guinea-Bissau,Fruits,,,
Sub-Saharan Africa,Cape Verde,Meat,,,
Asia,Cambodia,Snacks,,,
Sub-Saharan Africa,Zambia,Office Supplies,,,
Sub-Saharan Africa,Zimbabwe,Vegetables,,,
Europe,Portugal,Vegetables,,,
Europe,Italy,Meat,,,
Europe,Liechtenstein,Office Supplies,,,
Central America and the Caribbean,Honduras,Snacks,,,
Asia,India,Office Supplies,,,
Asia,India,Household,,,
Sub-Saharan Africa,Tanzania,Cereal,,,
Europe,Belarus,Baby Food,,,
Sub-Saharan Africa,Madagascar,Clothes,,,
Europe,Finland,Household,,,
Sub-Saharan Africa,Lesotho,Household,,,
Europe,Georgia,Cereal,,,
Middle East and North Africa,Bahrain,Clothes,,,
Sub-Saharan Africa,Eritrea,Household,,,
Europe,Slovakia,Meat,,,
Middle East and North Africa,Jordan,Fruits,,,
North America,United States of America,Meat,,,
Central America and the Caribbean,Nicaragua,Snacks,,,
Europe,Liechtenstein,Clothes,,,
Middle East and North Africa,Qatar,Clothes,,,
Europe,France,Cosmetics,,,
Europe,Luxembourg,Office Supplies,,,
Australia and Oceania,Marshall Islands,Meat,,,
Sub-Saharan Africa,Senegal,Snacks,,,
Australia and Oceania,Samoa ,Cosmetics,,,
Europe,Slovenia,Household,,,
Europe,Sweden,Cosmetics,,,
Europe,Slovenia,Personal Care,,,
Sub-Saharan Africa,Niger,Personal Care,,,
Europe,Armenia,Snacks,,,
Europe,Sweden,Beverages,,,
North America,Mexico,Office Supplies,,,
Europe,Czech Republic,Personal Care,,,
Middle East and North Africa,Israel,Cereal,,,
Europe,Finland,Beverages,,,
Europe,Liechtenstein,Office Supplies,,,
Sub-Saharan Africa,Seychelles ,Personal Care,,,
Central America and the Caribbean,Haiti,Personal Care,,,
Europe,Moldova ,Vegetables,,,
Europe,Slovakia,Clothes,,,
Sub-Saharan Africa,Rwanda,Personal Care,,,
Australia and Oceania,New Zealand,Household,,,
Middle East and North Africa,Egypt,Meat,,,
Middle East and North Africa,Lebanon,Snacks,,,
Sub-Saharan Africa,Cameroon,Baby Food,,,
Central America and the Caribbean,Saint Kitts and Nevis ,Meat,,,
Australia and Oceania,Palau,Personal Care,,,
Australia and Oceania,Nauru,Clothes,,,
Sub-Saharan Africa,Liberia,Snacks,,,
Asia,Kyrgyzstan,Fruits,,,
Middle East and North Africa,Qatar,Snacks,,,
Asia,Vietnam,Household,,,
Central America and the Caribbean,Barbados,Meat,,,
Central America and the Caribbean,Nicaragua,Fruits,,,
Europe,Germany,Meat,,,
Middle East and North Africa,Israel,Beverages,,,
Europe,Luxembourg,Cosmetics,,,
Sub-Saharan Africa,Eritrea,Personal Care,,,
Sub-Saharan Africa,Guinea,Household,,,
Europe,San Marino,Clothes,,,
Sub-Saharan Africa,Equatorial Guinea,Beverages,,,
Sub-Saharan Africa,Mauritius ,Personal Care,,,
Sub-Saharan Africa,Sierra Leone,Household,,,
Europe,Monaco,Fruits,,,
Australia and Oceania,Nauru,Cosmetics,,,
Middle East and North Africa,Tunisia ,Office Supplies,,,
Asia,North Korea,Household,,,
Europe,Norway,Household,,,
Europe,Portugal,Baby Food,,,
Europe,Portugal,Vegetables,,,
Sub-Saharan Africa,Djibouti,Beverages,,,
Australia and Oceania,Federated States of Micronesia,Vegetables,,,
Sub-Saharan Africa,Benin,Clothes,,,
Sub-Saharan Africa,Nigeria,Meat,,,
Europe,Croatia,Household,,,
Europe,Cyprus,Vegetables,,,
Australia and Oceania,Solomon Islands,Meat,,,
Sub-Saharan Africa,Mali,Cosmetics,,,
Middle East and North Africa,Libya,Baby Food,,,
Australia and Oceania,Solomon Islands,Baby Food,,,
Sub-Saharan Africa,Malawi,Personal Care,,,
Sub-Saharan Africa,The Gambia,Personal Care,,,
Sub-Saharan Africa,Mauritania,Vegetables,,,
Europe,Czech Republic,Office Supplies,,,
North America,United States of America,Cosmetics,,,
Asia,Sri Lanka,Snacks,,,
North America,Mexico,Household,,,
Sub-Saharan Africa,Guinea-Bissau,Beverages,,,
Central America and the Caribbean,Haiti,Office Supplies,,,
Middle East and North Africa,Turkey,Vegetables,,,
Sub-Saharan Africa,Malawi,Office Supplies,,,
Sub-Saharan Africa,Cote d'Ivoire,Household,,,
Europe,Luxembourg,Household,,,
Central America and the Caribbean,Haiti,Cosmetics,,,
Australia and Oceania,Tuvalu,Household,,,
Central America and the Caribbean,Dominican Republic,Beverages,,,
Europe,Finland,Baby Food,,,
Central America and the Caribbean,Dominica,Personal Care,,,
Europe,United Kingdom,Clothes,,,
Sub-Saharan Africa,Guinea,Snacks,,,
Sub-Saharan Africa,Mozambique,Snacks,,,
Central America and the Caribbean,Costa Rica,Snacks,,,
Sub-Saharan Africa,Madagascar,Snacks,,,
Sub-Saharan Africa,Botswana,Household,,,
Middle East and North Africa,Tunisia ,Cosmetics,,,
Australia and Oceania,Tuvalu,Cereal,,,
Middle East and North Africa,Qatar,Cereal,,,
Sub-Saharan Africa,Chad,Household,,,
Asia,Indonesia,Vegetables,,,
Middle East and North Africa,Saudi Arabia,Personal Care,,,
Middle East and North Africa,Oman,Clothes,,,
Middle East and North Africa,Yemen,Baby Food,,,
Central America and the Caribbean,Cuba,Personal Care,,,
Sub-Saharan Africa,Democratic Republic of the Congo,Personal Care,,,
Middle East and North Africa,Egypt,Baby Food,,,
Sub-Saharan Africa,Guinea-Bissau,Beverages,,,
Europe,Belarus,Baby Food,,,
Sub-Saharan Africa,Senegal,Fruits,,,
Europe,Slovenia,Fruits,,,
Central America and the Caribbean,Panama,Household,,,
Central America and the Caribbean,Cuba,Baby Food,,,
Asia,Indonesia,Snacks,,,
Central America and the Caribbean,El Salvador,Meat,,,
Middle East and North Africa,Syria,Vegetables,,,
Sub-Saharan Africa,Rwanda,Personal Care,,,
Sub-Saharan Africa,Burkina Faso,Meat,,,
Sub-Saharan Africa,Sudan,Cereal,,,
Asia,Brunei,Vegetables,,,
Europe,Sweden,Cosmetics,,,
Middle East and North Africa,Iraq,Personal Care,,,
Sub-Saharan Africa,The Gambia,Cosmetics,,,
Europe,France,Clothes,,,
Australia and Oceania,Nauru,Snacks,,,
Australia and Oceania,Nauru,Cosmetics,,,
Central America and the Caribbean,Panama,Baby Food,,,
Sub-Saharan Africa,Angola,Snacks,,,
Central America and the Caribbean,Grenada,Beverages,,,
Europe,Liechtenstein,Meat,,,
Sub-Saharan Africa,Uganda,Clothes,,,
Europe,France,Clothes,,,
Sub-Saharan Africa,Senegal,Meat,,,
Australia and Oceania,Fiji,Beverages,,,
Australia and Oceania,Tuvalu,Clothes,,,
Sub-Saharan Africa,Mozambique,Snacks,,,
Asia,Tajikistan,Snacks,,,
Australia and Oceania,Nauru,Meat,,,
Europe,Austria,Cereal,,,
Europe,Slovakia,Fruits,,,
Sub-Saharan Africa,Malawi,Fruits,,,
Sub-Saharan Africa,Sierra Leone,Meat,,,
Middle East and North Africa,Morocco,Baby Food,,,
Sub-Saharan Africa,Gabon,Cosmetics,,,
Europe,Bulgaria,Snacks,,,
Asia,Mongolia,Cosmetics,,,
Middle East and North Africa,Azerbaijan,Snacks,,,
Asia,China,Beverages,,,
Asia,North Korea,Beverages,,,
Asia,Bhutan,Household,,,
North America,Mexico,Household,,,
Sub-Saharan Africa,Chad,Personal Care,,,
Europe,Moldova ,Personal Care,,,
Asia,Japan,Vegetables,,,
Sub-Saharan Africa,Ghana,Snacks,,,
Middle East and North Africa,Kuwait,Office Supplies,,,
Sub-Saharan Africa,Rwanda,Fruits,,,
Central America and the Caribbean,El Salvador,Fruits,,,
Middle East and North Africa,Qatar,Office Supplies,,,
Sub-Saharan Africa,Zimbabwe,Clothes,,,
Sub-Saharan Africa,Republic of the Congo,Beverages,,,
Asia,Maldives,Clothes,,,
Europe,Georgia,Clothes,,,
Middle East and North Africa,United Arab Emirates,Household,,,
Europe,Montenegro,Beverages,,,
Sub-Saharan Africa,Tanzania,Beverages,,,
North America,Canada,Baby Food,,,
Central America and the Caribbean,Saint Lucia,Meat,,,
Europe,Malta,Office Supplies,,,
Europe,Netherlands,Cereal,,,
Middle East and North Africa,Iran,Office Supplies,,,
Europe,Russia,Vegetables,,,
Asia,Mongolia,Clothes,,,
Asia,Vietnam,Meat,,,
Sub-Saharan Africa,Cape Verde,Cosmetics,,,
Asia,Vietnam,Meat,,,
Sub-Saharan Africa,Mali,Baby Food,,,
Europe,Kosovo,Fruits,,,
Europe,Slovakia,Meat,,,
Asia,Malaysia,Cosmetics,,,
Asia,Cambodia,Meat,,,
Central America and the Caribbean,Grenada,Household,,,
Australia and Oceania,Palau,Household,,,
Central America and the Caribbean,Trinidad and Tobago,Personal Care,,,
Asia,Taiwan,Vegetables,,,
Middle East and North Africa,Egypt,Snacks,,,
North America,Canada,Snacks,,,
Europe,Bulgaria,Baby Food,,,
Europe,Sweden,Snacks,,,
Europe,Switzerland,Cosmetics,,,
Central America and the Caribbean,El Salvador,Cosmetics,,,
Europe,Montenegro,Meat,,,
Central America and the Caribbean,El Salvador,Fruits,,,
Asia,China,Clothes,,,
Central America and the Caribbean,Barbados,Cereal,,,
Europe,Netherlands,Office Supplies,,,
Sub-Saharan Africa,Liberia,Household,,,
Asia,Tajikistan,Snacks,,,
Sub-Saharan Africa,Niger,Personal Care,,,
Sub-Saharan Africa,Djibouti,Beverages,,,
Europe,Spain,Vegetables,,,
Middle East and North Africa,Libya,Personal Care,,,
Sub-Saharan Africa,Namibia,Baby Food,,,
Sub-Saharan Africa,Republic of the Congo,Fruits,,,
Asia,Thailand,Personal Care,,,
Sub-Saharan Africa,Cameroon,Fruits,,,
Australia and Oceania,Kiribati,Personal Care,,,
Sub-Saharan Africa,Madagascar,Household,,,
Asia,Malaysia,Meat,,,
Australia and Oceania,Papua New Guinea,Cosmetics,,,
Central America and the Caribbean,Cuba,Office Supplies,,,
Europe,Ireland,Vegetables,,,
Sub-Saharan Africa,Gabon,Vegetables,,,
Europe,Portugal,Office Supplies,,,
Middle East and North Africa,Algeria,Snacks,,,
Sub-Saharan Africa,South Sudan,Office Supplies,,,
Central America and the Caribbean,Belize,Office Supplies,,,
Central America and the Caribbean,Barbados,Fruits,,,
Asia,Laos,Cereal,,,
Sub-Saharan Africa,Cameroon,Fruits,,,
Australia and Oceania,Fiji,Snacks,,,
Sub-Saharan Africa,Burundi,Snacks,,,
Sub-Saharan Africa,Cote d'Ivoire,Fruits,,,
Middle East and North Africa,Pakistan,Baby Food,,,
Middle East and North Africa,Syria,Snacks,,,
Middle East and North Africa,Saudi Arabia,Meat,,,
North America,Greenland,Household,,,
Sub-Saharan Africa,Swaziland,Beverages,,,
Sub-Saharan Africa,Zambia,Household,,,
Central America and the Caribbean,Haiti,Office Supplies,,,
Sub-Saharan Africa,Zambia,Meat,,,
Asia,Myanmar,Cosmetics,,,
Europe,Estonia,Meat,,,
Middle East and North Africa,Saudi Arabia,Snacks,,,
Middle East and North Africa,Syria,Beverages,,,
Middle East and North Africa,Qatar,Baby Food,,,
Australia and Oceania,Fiji,Household,,,
Europe,Spain,Beverages,,,
Australia and Oceania,Nauru,Fruits,,,
Sub-Saharan Africa,Republic of the Congo,Personal Care,,,
Asia,Singapore,Fruits,,,
Sub-Saharan Africa,Mauritania,Snacks,,,
Europe,Monaco,Household,,,
Australia and Oceania,New Zealand,Fruits,,,
Middle East and North Africa,Turkey,Meat,,,
Central America and the Caribbean,Dominica,Beverages,,,
Asia,Singapore,Office Supplies,,,
Europe,Greece,Cereal,,,
Sub-Saharan Africa,Liberia,Clothes,,,
Middle East and North Africa,Oman,Vegetables,,,
Europe,Greece,Household,,,
Europe,Denmark,Vegetables,,,
Asia,Thailand,Cereal,,,
Asia,Thailand,Vegetables,,,
Central America and the Caribbean,Honduras,Personal Care,,,
Europe,Andorra,Vegetables,,,
Central America and the Caribbean,Trinidad and Tobago,Clothes,,,
Sub-Saharan Africa,Comoros,Cosmetics,,,
Europe,Andorra,Personal Care,,,
Central America and the Caribbean,El Salvador,Fruits,,,
Sub-Saharan Africa,Liberia,Baby Food,,,
Europe,Iceland,Beverages,,,
Sub-Saharan Africa,Ethiopia,Household,,,
Sub-Saharan Africa,Chad,Cosmetics,,,
Australia and Oceania,Marshall Islands,Baby Food,,,
Europe,Vatican City,Snacks,,,
Europe,Moldova ,Cosmetics,,,
Asia,Bhutan,Meat,,,
Europe,Sweden,Cereal,,,
Central America and the Caribbean,Belize,Fruits,,,
Sub-Saharan Africa,Djibouti,Fruits,,,
Sub-Saharan Africa,Uganda,Vegetables,,,
Sub-Saharan Africa,Togo,Vegetables,,,
Australia and Oceania,Australia,Vegetables,,,
Asia,Kyrgyzstan,Fruits,,,
Sub-Saharan Africa,Malawi,Beverages,,,
Europe,United Kingdom,Baby Food,,,
Australia and Oceania,Samoa ,Fruits,,,
Sub-Saharan Africa,Mozambique,Fruits,,,
Asia,Taiwan,Meat,,,
Sub-Saharan Africa,Kenya,Vegetables,,,
Middle East and North Africa,Afghanistan,Vegetables,,,
Europe,Moldova ,Meat,,,
Middle East and North Africa,Syria,Fruits,,,
Asia,Mongolia,Personal Care,,,
Sub-Saharan Africa,Niger,Household,,,
Europe,Armenia,Fruits,,,
Central America and the Caribbean,El Salvador,Meat,,,
Sub-Saharan Africa,Niger,Beverages,,,
Europe,Norway,Meat,,,
Sub-Saharan Africa,Lesotho,Clothes,,,
Central America and the Caribbean,Costa Rica,Vegetables,,,
Europe,Montenegro,Personal Care,,,
Europe,Latvia,Cosmetics,,,
Europe,France,Cosmetics,,,
Central America and the Caribbean,Dominican Republic,Baby Food,,,
Europe,Bulgaria,Clothes,,,
Asia,Mongolia,Clothes,,,
Europe,Iceland,Household,,,
Asia,Kazakhstan,Clothes,,,
Sub-Saharan Africa,Rwanda,Clothes,,,
Sub-Saharan Africa,Zambia,Meat,,,
Europe,Albania,Personal Care,,,
Europe,Georgia,Snacks,,,
Europe,Portugal,Household,,,
Europe,Belarus,Household,,,
Europe,Norway,Cereal,,,
Sub-Saharan Africa,Zambia,Office Supplies,,,
Central America and the Caribbean,Antigua and Barbuda ,Clothes,,,
Central America and the Caribbean,Panama,Office Supplies,,,
Europe,Bulgaria,Vegetables,,,
Asia,Turkmenistan,Clothes,,,
North America,Canada,Fruits,,,
Europe,Estonia,Cereal,,,
Middle East and North Africa,United Arab Emirates,Household,,,
Europe,Macedonia,Baby Food,,,
Sub-Saharan Africa,Malawi,Office Supplies,,,
Sub-Saharan Africa,Mali,Clothes,,,
Sub-Saharan Africa,Comoros,Fruits,,,
Middle East and North Africa,Iraq,Office Supplies,,,
Sub-Saharan Africa,Guinea-Bissau,Office Supplies,,,
Europe,Poland,Clothes,,,
Asia,South Korea,Fruits,,,
Sub-Saharan Africa,Mauritius ,Fruits,,,
Sub-Saharan Africa,Senegal,Meat,,,
Sub-Saharan Africa,Cameroon,Cosmetics,,,
Sub-Saharan Africa,Republic of the Congo,Beverages,,,
Sub-Saharan Africa,Eritrea,Household,,,
Europe,Netherlands,Snacks,,,
Sub-Saharan Africa,Uganda,Vegetables,,,
Asia,Myanmar,Meat,,,
Europe,Georgia,Snacks,,,
Australia and Oceania,Nauru,Clothes,,,
Europe,United Kingdom,Meat,,,
Central America and the Caribbean,Dominica,Cosmetics,,,
Asia,Laos,Cosmetics,,,
Sub-Saharan Africa,Lesotho,Vegetables,,,
Australia and Oceania,Fiji,Clothes,,,
Central America and the Caribbean,Guatemala,Fruits,,,
Europe,Austria,Household,,,
Europe,France,Snacks,,,
Central America and the Caribbean,Antigua and Barbuda ,Vegetables,,,
Central America and the Caribbean,Barbados,Snacks,,,
Europe,Luxembourg,Clothes,,,
Asia,North Korea,Meat,,,
Sub-Saharan Africa,Liberia,Personal Care,,,
Sub-Saharan Africa,Senegal,Cosmetics,,,
Sub-Saharan Africa,Seychelles ,Meat,,,
Europe,Belarus,Personal Care,,,
Asia,Kazakhstan,Household,,,
Sub-Saharan Africa,Togo,Meat,,,
Asia,India,Cereal,,,
Europe,Serbia,Fruits,,,
Sub-Saharan Africa,Cote d'Ivoire,Household,,,
Asia,Nepal,Baby Food,,,
Europe,Czech Republic,Beverages,,,
Asia,Indonesia,Clothes,,,
Middle East and North Africa,Somalia,Baby Food,,,
Sub-Saharan Africa,Sao Tome and Principe,Baby Food,,,
Middle East and North Africa,Algeria,Cereal,,,
Europe,Finland,Fruits,,,
Australia and Oceania,Tuvalu,Clothes,,,
Central America and the Caribbean,Belize,Personal Care,,,
Australia and Oceania,Fiji,Clothes,,,
Sub-Saharan Africa,Mozambique,Baby Food,,,
Europe,Kosovo,Fruits,,,
Sub-Saharan Africa,Angola,Cereal,,,
Asia,North Korea,Fruits,,,
Sub-Saharan Africa,South Sudan,Fruits,,,
Sub-Saharan Africa,Nigeria,Personal Care,,,
Europe,Vatican City,Household,,,
Australia and Oceania,East Timor,Snacks,,,
Sub-Saharan Africa,Zambia,Cosmetics,,,
Sub-Saharan Africa,Eritrea,Cereal,,,
Central America and the Caribbean,Cuba,Meat,,,
Australia and Oceania,Palau,Personal Care,,,
Europe,Denmark,Baby Food,,,
Europe,Switzerland,Beverages,,,
Middle East and North Africa,Oman,Beverages,,,
Central America and the Caribbean,Barbados,Clothes,,,
North America,United States of America,Baby Food,,,
Central America and the Caribbean,Antigua and Barbuda ,Vegetables,,,
Sub-Saharan Africa,Seychelles ,Baby Food,,,
Asia,Vietnam,Household,,,
Australia and Oceania,New Zealand,Vegetables,,,
Middle East and North Africa,Yemen,Meat,,,
Sub-Saharan Africa,Togo,Cereal,,,
Asia,Philippines,Office Supplies,,,
Australia and Oceania,Solomon Islands,Fruits,,,
Asia,Kyrgyzstan,Household,,,
Sub-Saharan Africa,Ethiopia,Vegetables,,,
Sub-Saharan Africa,Niger,Fruits,,,
Asia,Brunei,Beverages,,,
Europe,France,Baby Food,,,
Sub-Saharan Africa,Mauritania,Baby Food,,,
Sub-Saharan Africa,Guinea,Office Supplies,,,
Europe,Portugal,Personal Care,,,
Europe,Vatican City,Snacks,,,
Europe,Spain,Fruits,,,
Europe,Belgium,Cosmetics,,,
Sub-Saharan Africa,Equatorial Guinea,Meat,,,
Asia,Bhutan,Vegetables,,,
Middle East and North Africa,Morocco,Office Supplies,,,
Sub-Saharan Africa,Niger,Household,,,
Middle East and North Africa,Somalia,Snacks,,,
Middle East and North Africa,Kuwait,Household,,,
Europe,Germany,Meat,,,
Sub-Saharan Africa,Guinea-Bissau,Cosmetics,,,
Europe,Ireland,Snacks,,,
Europe,Spain,Cereal,,,
Europe,France,Beverages,,,
North America,Greenland,Snacks,,,
Central America and the Caribbean,Barbados,Clothes,,,
Europe,Cyprus,Snacks,,,
Central America and the Caribbean,Cuba,Snacks,,,
Europe,United Kingdom,Beverages,,,
Middle East and North Africa,Lebanon,Clothes,,,
Asia,Laos,Cereal,,,
Europe,Romania,Meat,,,
Asia,Uzbekistan,Household,,,
Sub-Saharan Africa,Cameroon,Baby Food,,,
Middle East and North Africa,Afghanistan,Cereal,,,
Europe,Luxembourg,Baby Food,,,
Sub-Saharan Africa,Lesotho,Fruits,,,
Europe,Montenegro,Snacks,,,
Australia and Oceania,Papua New Guinea,Cereal,,,
Sub-Saharan Africa,Mozambique,Clothes,,,
Sub-Saharan Africa,South Africa,Beverages,,,
Sub-Saharan Africa,Seychelles ,Meat,,,
Australia and Oceania,Fiji,Fruits,,,
Asia,Singapore,Clothes,,,
Sub-Saharan Africa,Mauritania,Beverages,,,
Europe,Germany,Baby Food,,,
Europe,Netherlands,Clothes,,,
Sub-Saharan Africa,Benin,Office Supplies,,,
Asia,Bangladesh,Office Supplies,,,
Europe,Denmark,Snacks,,,
Sub-Saharan Africa,Zimbabwe,Baby Food,,,
Sub-Saharan Africa,Zambia,Snacks,,,
Sub-Saharan Africa,Senegal,Personal Care,,,
Middle East and North Africa,Kuwait,Baby Food,,,
Sub-Saharan Africa,Gabon,Baby Food,,,
Middle East and North Africa,Somalia,Vegetables,,,
Sub-Saharan Africa,Guinea-Bissau,Clothes,,,
Europe,Georgia,Clothes,,,
Europe,Germany,Cereal,,,
Asia,Malaysia,Baby Food,,,
Middle East and North Africa,Egypt,Cereal,,,
Middle East and North Africa,Libya,Office Supplies,,,
Asia,Uzbekistan,Office Supplies,,,
Sub-Saharan Africa,Malawi,Cosmetics,,,
Europe,Montenegro,Clothes,,,
Middle East and North Africa,Egypt,Cosmetics,,,
Europe,Spain,Vegetables,,,
Sub-Saharan Africa,Rwanda,Baby Food,,,
Australia and Oceania,Vanuatu,Cereal,,,
Central America and the Caribbean,Saint Kitts and Nevis ,Cosmetics,,,
Sub-Saharan Africa,Sao Tome and Principe,Beverages,,,
Central America and the Caribbean,Grenada,Clothes,,,
Middle East and North Africa,Syria,Fruits,,,
Asia,India,Household,,,
Central America and the Caribbean,El Salvador,Office Supplies,,,
Europe,San Marino,Personal Care,,,
Central America and the Caribbean,Dominican Republic,Office Supplies,,,
Sub-Saharan Africa,Ethiopia,Beverages,,,
Middle East and North Africa,Afghanistan,Cereal,,,
Sub-Saharan Africa,Sudan,Clothes,,,
Europe,Montenegro,Snacks,,,
Middle East and North Africa,Jordan,Cereal,,,
Sub-Saharan Africa,Togo,Cereal,,,
Middle East and North Africa,Pakistan,Meat,,,
Middle East and North Africa,Lebanon,Clothes,,,
Sub-Saharan Africa,Guinea-Bissau,Office Supplies,,,
Europe,Albania,Clothes,,,
Sub-Saharan Africa,Togo,Beverages,,,
Europe,Andorra,Office Supplies,,,
Sub-Saharan Africa,Togo,Cereal,,,
Central America and the Caribbean,Trinidad and Tobago,Cosmetics,,,
Europe,Czech Republic,Office Supplies,,,
Asia,Maldives,Baby Food,,,
Australia and Oceania,Solomon Islands,Office Supplies,,,
Europe,Russia,Personal Care,,,
Sub-Saharan Africa,Uganda,Cosmetics,,,
Asia,Bhutan,Household,,,
Europe,Lithuania,Meat,,,
Asia,Tajikistan,Vegetables,,,
Asia,Japan,Fruits,,,
Europe,Russia,Household,,,
Central America and the Caribbean,Grenada,Household,,,
Asia,Bangladesh,Meat,,,
Asia,Vietnam,Baby Food,,,
Sub-Saharan Africa,Sudan,Vegetables,,,
Australia and Oceania,Palau,Cereal,,,
North America,Canada,Vegetables,,,
Central America and the Caribbean,Honduras,Household,,,
Central America and the Caribbean,Panama,Clothes,,,
Sub-Saharan Africa,Togo,Baby Food,,,
Asia,Taiwan,Cosmetics,,,
Sub-Saharan Africa,Sierra Leone,Vegetables,,,
Asia,Vietnam,Cosmetics,,,
Sub-Saharan Africa,Mauritius ,Personal Care,,,
Middle East and North Africa,Algeria,Baby Food,,,
Europe,Belgium,Vegetables,,,
Sub-Saharan Africa,Mauritania,Snacks,,,
Asia,Tajikistan,Cereal,,,
Asia,South Korea,Fruits,,,
Europe,Czech Republic,Beverages,,,
Asia,North Korea,Beverages,,,
Middle East and North Africa,Oman,Clothes,,,
Middle East and North Africa,Pakistan,Baby Food,,,
Europe,France,Cosmetics,,,
Middle East and North Africa,Turkey,Household,,,
Europe,Ukraine,Household,,,
Asia,Malaysia,Personal Care,,,
Sub-Saharan Africa,Guinea,Office Supplies,,,
Sub-Saharan Africa,Rwanda,Vegetables,,,
Europe,Macedonia,Fruits,,,
Asia,Bangladesh,Cosmetics,,,
Asia,Bangladesh,Snacks,,,
Middle East and North Africa,Oman,Cereal,,,
Europe,Denmark,Personal Care,,,
Europe,Macedonia,Beverages,,,
Europe,Norway,Personal Care,,,
Sub-Saharan Africa,Kenya,Cosmetics,,,
Sub-Saharan Africa,Angola,Beverages,,,
Sub-Saharan Africa,Djibouti,Cosmetics,,,
Europe,United Kingdom,Baby Food,,,
Australia and Oceania,Federated States of Micronesia,Snacks,,,
Sub-Saharan Africa,Mauritius ,Office Supplies,,,
Europe,France,Baby Food,,,
Central America and the Caribbean,Honduras,Fruits,,,
Asia,Sri Lanka,Fruits,,,
Middle East and North Africa,Libya,Office Supplies,,,
Sub-Saharan Africa,Benin,Clothes,,,
Middle East and North Africa,Afghanistan,Personal Care,,,
Sub-Saharan Africa,Cameroon,Personal Care,,,
Middle East and North Africa,Saudi Arabia,Cereal,,,
Asia,Singapore,Personal Care,,,
Europe,Ukraine,Cosmetics,,,
Asia,Mongolia,Cosmetics,,,
Europe,Belgium,Household,,,
Asia,South Korea,Household,,,
Asia,Turkmenistan,Cosmetics,,,
Sub-Saharan Africa,Central African Republic,Cosmetics,,,
Sub-Saharan Africa,Mauritius ,Fruits,,,
Australia and Oceania,Kiribati,Vegetables,,,
Europe,Liechtenstein,Baby Food,,,
Australia and Oceania,Federated States of Micronesia,Snacks,,,
Middle East and North Africa,Jordan,Fruits,,,
Middle East and North Africa,Algeria,Clothes,,,
Sub-Saharan Africa,Djibouti,Household,,,
Middle East and North Africa,Qatar,Vegetables,,,
Sub-Saharan Africa,Mozambique,Clothes,,,
Asia,Singapore,Cosmetics,,,
Europe,Vatican City,Meat,,,
Australia and Oceania,Federated States of Micronesia,Snacks,,,
Asia,Thailand,Beverages,,,
Middle East and North Africa,Kuwait,Household,,,
Middle East and North Africa,Jordan,Household,,,
